timestamp,arbitration_id,extended,dlc,data_hex,source_ecu
0.0,0xc0,0,8,034a000000000000,engine_ecu
0.0,0x1a0,0,8,0000000000000000,brake_ecu
0.0,0x3f0,0,8,0000000000000000,door_ecu
0.011000000000000003,0xc0,0,8,0322000000000000,engine_ecu
0.02100000000000001,0xc0,0,8,0320000000000000,engine_ecu
0.022000000000000013,0x1a0,0,8,0000000000000000,brake_ecu
0.03200000000000002,0xc0,0,8,036d000000000000,engine_ecu
0.04200000000000003,0x1a0,0,8,0000000000000000,brake_ecu
0.04300000000000003,0xc0,0,8,0343000000000000,engine_ecu
0.05400000000000004,0xc0,0,8,0373000000000000,engine_ecu
0.06200000000000005,0x1a0,0,8,0000000000000000,brake_ecu
0.06500000000000004,0xc0,0,8,0344000000000000,engine_ecu
0.07500000000000005,0xc0,0,8,0320000000000000,engine_ecu
0.08300000000000006,0x1a0,0,8,0000000000000000,brake_ecu
0.08600000000000006,0xc0,0,8,0320000000000000,engine_ecu
0.09700000000000007,0xc0,0,8,0320000000000000,engine_ecu
0.10300000000000008,0x1a0,0,8,0000000000000000,brake_ecu
0.10700000000000008,0xc0,0,8,0369000000000000,engine_ecu
0.11800000000000009,0xc0,0,8,0377000000000000,engine_ecu
0.12500000000000008,0x1a0,0,8,0000000000000000,brake_ecu
0.1290000000000001,0xc0,0,8,0357000000000000,engine_ecu
0.1390000000000001,0xc0,0,8,03a3000000000000,engine_ecu
0.1470000000000001,0x1a0,0,8,0000000000000000,brake_ecu
0.1490000000000001,0xc0,0,8,0374000000000000,engine_ecu
0.16000000000000011,0xc0,0,8,034e000000000000,engine_ecu
0.16700000000000012,0x1a0,0,8,0000000000000000,brake_ecu
0.17100000000000012,0xc0,0,8,0336000000000000,engine_ecu
0.18200000000000013,0xc0,0,8,0320000000000000,engine_ecu
0.18800000000000014,0x1a0,0,8,0000000000000000,brake_ecu
0.19300000000000014,0xc0,0,8,0367000000000000,engine_ecu
0.20300000000000015,0xc0,0,8,034a000000000000,engine_ecu
0.20800000000000016,0x1a0,0,8,0000000000000000,brake_ecu
0.21300000000000016,0xc0,0,8,033b000000000000,engine_ecu
0.22300000000000017,0xc0,0,8,0320000000000000,engine_ecu
0.22900000000000018,0x1a0,0,8,0000000000000000,brake_ecu
0.23300000000000018,0xc0,0,8,0338000000000000,engine_ecu
0.2430000000000002,0xc0,0,8,0327000000000000,engine_ecu
0.2490000000000002,0x1a0,0,8,0000000000000000,brake_ecu
0.25300000000000017,0xc0,0,8,0320000000000000,engine_ecu
0.2640000000000002,0xc0,0,8,0320000000000000,engine_ecu
0.2700000000000002,0x1a0,0,8,0000000000000000,brake_ecu
0.2750000000000002,0xc0,0,8,0320000000000000,engine_ecu
0.2850000000000002,0xc0,0,8,033b000000000000,engine_ecu
0.2900000000000002,0x1a0,0,8,0000000000000000,brake_ecu
0.2960000000000002,0xc0,0,8,034f000000000000,engine_ecu
0.3070000000000002,0xc0,0,8,0381000000000000,engine_ecu
0.3090000000000002,0x1a0,0,8,0000000000000000,brake_ecu
0.3180000000000002,0xc0,0,8,0352000000000000,engine_ecu
0.32800000000000024,0xc0,0,8,0378000000000000,engine_ecu
0.33100000000000024,0x1a0,0,8,0000000000000000,brake_ecu
0.33800000000000024,0xc0,0,8,035a000000000000,engine_ecu
0.34900000000000025,0xc0,0,8,0328000000000000,engine_ecu
0.35100000000000026,0x1a0,0,8,0000000000000000,brake_ecu
0.36000000000000026,0xc0,0,8,0374000000000000,engine_ecu
0.3710000000000003,0xc0,0,8,03a3000000000000,engine_ecu
0.3730000000000003,0x1a0,0,8,0000000000000000,brake_ecu
0.3820000000000003,0xc0,0,8,039c000000000000,engine_ecu
0.3920000000000003,0xc0,0,8,03bc000000000000,engine_ecu
0.3920000000000003,0x1a0,0,8,0000000000000000,brake_ecu
0.4020000000000003,0xc0,0,8,03f8000000000000,engine_ecu
0.4110000000000003,0x1a0,0,8,0000000000000000,brake_ecu
0.4130000000000003,0xc0,0,8,043d000000000000,engine_ecu
0.4240000000000003,0xc0,0,8,0487000000000000,engine_ecu
0.43300000000000033,0x1a0,0,8,0000000000000000,brake_ecu
0.43400000000000033,0xc0,0,8,047d000000000000,engine_ecu
0.44500000000000034,0xc0,0,8,0452000000000000,engine_ecu
0.45400000000000035,0x1a0,0,8,0000000000000000,brake_ecu
0.45500000000000035,0xc0,0,8,0445000000000000,engine_ecu
0.46500000000000036,0xc0,0,8,048b000000000000,engine_ecu
0.47400000000000037,0x1a0,0,8,0000000000000000,brake_ecu
0.47600000000000037,0xc0,0,8,045c000000000000,engine_ecu
0.4860000000000004,0xc0,0,8,0436000000000000,engine_ecu
0.4930000000000004,0x1a0,0,8,0000000000000000,brake_ecu
0.4970000000000004,0xc0,0,8,0433000000000000,engine_ecu
0.5070000000000003,0xc0,0,8,041f000000000000,engine_ecu
0.5150000000000003,0x1a0,0,8,0000000000000000,brake_ecu
0.5180000000000003,0xc0,0,8,040d000000000000,engine_ecu
0.5280000000000004,0xc0,0,8,042a000000000000,engine_ecu
0.5370000000000004,0x1a0,0,8,0000000000000000,brake_ecu
0.5390000000000004,0xc0,0,8,0434000000000000,engine_ecu
0.5470000000000004,0x3f0,0,8,0000000000000000,door_ecu
0.5490000000000004,0xc0,0,8,0436000000000000,engine_ecu
0.5590000000000004,0xc0,0,8,0450000000000000,engine_ecu
0.5590000000000004,0x1a0,0,8,0000000000000000,brake_ecu
0.5690000000000004,0xc0,0,8,047c000000000000,engine_ecu
0.5780000000000004,0x1a0,0,8,0000000000000000,brake_ecu
0.5790000000000004,0xc0,0,8,0460000000000000,engine_ecu
0.5900000000000004,0xc0,0,8,044a000000000000,engine_ecu
0.5970000000000004,0x1a0,0,8,0000000000000000,brake_ecu
0.6000000000000004,0xc0,0,8,043f000000000000,engine_ecu
0.6110000000000004,0xc0,0,8,043b000000000000,engine_ecu
0.6170000000000004,0x1a0,0,8,0000000000000000,brake_ecu
0.6220000000000004,0xc0,0,8,0414000000000000,engine_ecu
0.6330000000000005,0xc0,0,8,03e8000000000000,engine_ecu
0.6360000000000005,0x1a0,0,8,0000000000000000,brake_ecu
0.6430000000000005,0xc0,0,8,03e3000000000000,engine_ecu
0.6540000000000005,0xc0,0,8,03b8000000000000,engine_ecu
0.6560000000000005,0x1a0,0,8,0000000000000000,brake_ecu
0.6640000000000005,0xc0,0,8,03ab000000000000,engine_ecu
0.6740000000000005,0xc0,0,8,0389000000000000,engine_ecu
0.6780000000000005,0x1a0,0,8,0000000000000000,brake_ecu
0.6840000000000005,0xc0,0,8,0357000000000000,engine_ecu
0.6950000000000005,0xc0,0,8,035f000000000000,engine_ecu
0.6990000000000005,0x1a0,0,8,0000000000000000,brake_ecu
0.7060000000000005,0xc0,0,8,0378000000000000,engine_ecu
0.7160000000000005,0xc0,0,8,03bf000000000000,engine_ecu
0.7210000000000005,0x1a0,0,8,0000000000000000,brake_ecu
0.7260000000000005,0xc0,0,8,03b3000000000000,engine_ecu
0.7370000000000005,0xc0,0,8,0383000000000000,engine_ecu
0.7400000000000005,0x1a0,0,8,0000000000000000,brake_ecu
0.7480000000000006,0xc0,0,8,038b000000000000,engine_ecu
0.7580000000000006,0xc0,0,8,037f000000000000,engine_ecu
0.7610000000000006,0x1a0,0,8,0000000000000000,brake_ecu
0.7690000000000006,0xc0,0,8,0397000000000000,engine_ecu
0.7800000000000006,0xc0,0,8,03af000000000000,engine_ecu
0.7830000000000006,0x1a0,0,8,0000000000000000,brake_ecu
0.7900000000000006,0xc0,0,8,0393000000000000,engine_ecu
0.8000000000000006,0xc0,0,8,0361000000000000,engine_ecu
0.8040000000000006,0x1a0,0,8,0000000000000000,brake_ecu
0.8110000000000006,0xc0,0,8,0341000000000000,engine_ecu
0.8210000000000006,0xc0,0,8,0320000000000000,engine_ecu
0.8260000000000006,0x1a0,0,8,0000000000000000,brake_ecu
0.8320000000000006,0xc0,0,8,0350000000000000,engine_ecu
0.8420000000000006,0xc0,0,8,0367000000000000,engine_ecu
0.8480000000000006,0x1a0,0,8,0000000000000000,brake_ecu
0.8520000000000006,0xc0,0,8,036e000000000000,engine_ecu
0.8630000000000007,0xc0,0,8,034b000000000000,engine_ecu
0.8690000000000007,0x1a0,0,8,0000000000000000,brake_ecu
0.8730000000000007,0xc0,0,8,034f000000000000,engine_ecu
0.8830000000000007,0xc0,0,8,035e000000000000,engine_ecu
0.8890000000000007,0x1a0,0,8,0000000000000000,brake_ecu
0.8930000000000007,0xc0,0,8,039c000000000000,engine_ecu
0.9040000000000007,0xc0,0,8,03cf000000000000,engine_ecu
0.9080000000000007,0x1a0,0,8,0000000000000000,brake_ecu
0.9140000000000007,0xc0,0,8,03bb000000000000,engine_ecu
0.9240000000000007,0xc0,0,8,039a000000000000,engine_ecu
0.9300000000000007,0x1a0,0,8,0000000000000000,brake_ecu
0.9350000000000007,0xc0,0,8,037d000000000000,engine_ecu
0.9450000000000007,0xc0,0,8,036e000000000000,engine_ecu
0.9490000000000007,0x1a0,0,8,0000000000000000,brake_ecu
0.9550000000000007,0xc0,0,8,0342000000000000,engine_ecu
0.9660000000000007,0xc0,0,8,035b000000000000,engine_ecu
0.9700000000000008,0x1a0,0,8,0000000000000000,brake_ecu
0.9770000000000008,0xc0,0,8,036c000000000000,engine_ecu
0.9880000000000008,0xc0,0,8,036b000000000000,engine_ecu
0.9900000000000008,0x1a0,0,8,0000000000000000,brake_ecu
0.9990000000000008,0xc0,0,8,0389000000000000,engine_ecu
0.9995000000000007,0xc0,0,8,0389000000000000,engine_ecu
1.0094999999999996,0xc0,0,8,0389000000000000,engine_ecu
1.0124999999999993,0x1a0,0,8,0000000000000000,brake_ecu
1.0194999999999985,0xc0,0,8,03a0000000000000,engine_ecu
1.0304999999999973,0xc0,0,8,03a2000000000000,engine_ecu
1.0344999999999969,0x1a0,0,8,0000000000000000,brake_ecu
1.041499999999996,0xc0,0,8,039e000000000000,engine_ecu
1.0494999999999952,0xc0,0,8,0000000000000000,attacker_ecu
1.0524999999999949,0xc0,0,8,03e4000000000000,engine_ecu
1.0544999999999947,0x1a0,0,8,0000000000000000,brake_ecu
1.0634999999999937,0xc0,0,8,03d1000000000000,engine_ecu
1.0654999999999935,0x3f0,0,8,0000000000000000,door_ecu
1.0744999999999925,0xc0,0,8,0410000000000000,engine_ecu
1.0744999999999925,0x1a0,0,8,0000000000000000,brake_ecu
1.0844999999999914,0xc0,0,8,03f4000000000000,engine_ecu
1.0944999999999903,0x1a0,0,8,0000000000000000,brake_ecu
1.0954999999999901,0xc0,0,8,0416000000000000,engine_ecu
1.0994999999999897,0xc0,0,2,0102,engine_ecu
1.106499999999989,0xc0,0,8,03ef000000000000,engine_ecu
1.115499999999988,0x1a0,0,8,0000000000000000,brake_ecu
1.1164999999999878,0xc0,0,8,03cb000000000000,engine_ecu
1.1274999999999866,0xc0,0,8,03c1000000000000,engine_ecu
1.1354999999999857,0x1a0,0,8,0000000000000000,brake_ecu
1.1384999999999854,0xc0,0,8,03ed000000000000,engine_ecu
1.1484999999999843,0xc0,0,8,0425000000000000,engine_ecu
1.1494999999999842,0xc0,0,8,0000000000000000,engine_ecu
1.1495999999999842,0xc0,0,8,0100000000000000,engine_ecu
1.1496999999999842,0xc0,0,8,0200000000000000,engine_ecu
1.1497999999999842,0xc0,0,8,0300000000000000,engine_ecu
1.1498999999999842,0xc0,0,8,0400000000000000,engine_ecu
1.1499999999999841,0xc0,0,8,0500000000000000,engine_ecu
1.1500999999999841,0xc0,0,8,0600000000000000,engine_ecu
1.1501999999999841,0xc0,0,8,0700000000000000,engine_ecu
1.1502999999999841,0xc0,0,8,0800000000000000,engine_ecu
1.150399999999984,0xc0,0,8,0900000000000000,engine_ecu
1.150499999999984,0xc0,0,8,0a00000000000000,engine_ecu
1.150599999999984,0xc0,0,8,0b00000000000000,engine_ecu
1.150699999999984,0xc0,0,8,0c00000000000000,engine_ecu
1.150799999999984,0xc0,0,8,0d00000000000000,engine_ecu
1.150899999999984,0xc0,0,8,0e00000000000000,engine_ecu
1.150999999999984,0xc0,0,8,0f00000000000000,engine_ecu
1.151099999999984,0xc0,0,8,1000000000000000,engine_ecu
1.151199999999984,0xc0,0,8,1100000000000000,engine_ecu
1.151299999999984,0xc0,0,8,1200000000000000,engine_ecu
1.151399999999984,0xc0,0,8,1300000000000000,engine_ecu
1.151499999999984,0xc0,0,8,1400000000000000,engine_ecu
1.151599999999984,0xc0,0,8,1500000000000000,engine_ecu
1.151699999999984,0xc0,0,8,1600000000000000,engine_ecu
1.151799999999984,0xc0,0,8,1700000000000000,engine_ecu
1.151899999999984,0xc0,0,8,1800000000000000,engine_ecu
1.151999999999984,0xc0,0,8,1900000000000000,engine_ecu
1.152099999999984,0xc0,0,8,1a00000000000000,engine_ecu
1.152199999999984,0xc0,0,8,1b00000000000000,engine_ecu
1.152299999999984,0xc0,0,8,1c00000000000000,engine_ecu
1.1523999999999839,0xc0,0,8,1d00000000000000,engine_ecu
1.1524999999999839,0xc0,0,8,1e00000000000000,engine_ecu
1.1525999999999839,0xc0,0,8,1f00000000000000,engine_ecu
1.1526999999999838,0xc0,0,8,2000000000000000,engine_ecu
1.1527999999999838,0xc0,0,8,2100000000000000,engine_ecu
1.1528999999999838,0xc0,0,8,2200000000000000,engine_ecu
1.1529999999999838,0xc0,0,8,2300000000000000,engine_ecu
1.1530999999999838,0xc0,0,8,2400000000000000,engine_ecu
1.1531999999999838,0xc0,0,8,2500000000000000,engine_ecu
1.1532999999999838,0xc0,0,8,2600000000000000,engine_ecu
1.1533999999999838,0xc0,0,8,2700000000000000,engine_ecu
1.1534999999999838,0xc0,0,8,2800000000000000,engine_ecu
1.1535999999999837,0xc0,0,8,2900000000000000,engine_ecu
1.1536999999999837,0xc0,0,8,2a00000000000000,engine_ecu
1.1537999999999837,0xc0,0,8,2b00000000000000,engine_ecu
1.1538999999999837,0xc0,0,8,2c00000000000000,engine_ecu
1.1539999999999837,0xc0,0,8,2d00000000000000,engine_ecu
1.1540999999999837,0xc0,0,8,2e00000000000000,engine_ecu
1.1541999999999837,0xc0,0,8,2f00000000000000,engine_ecu
1.1542999999999837,0xc0,0,8,3000000000000000,engine_ecu
1.1543999999999837,0xc0,0,8,3100000000000000,engine_ecu
1.1544999999999837,0xc0,0,8,3200000000000000,engine_ecu
1.1545999999999836,0xc0,0,8,3300000000000000,engine_ecu
1.1546999999999836,0xc0,0,8,3400000000000000,engine_ecu
1.1547999999999836,0xc0,0,8,3500000000000000,engine_ecu
1.1548999999999836,0xc0,0,8,3600000000000000,engine_ecu
1.1549999999999836,0xc0,0,8,3700000000000000,engine_ecu
1.1550999999999836,0xc0,0,8,3800000000000000,engine_ecu
1.1551999999999836,0xc0,0,8,3900000000000000,engine_ecu
1.1552999999999836,0xc0,0,8,3a00000000000000,engine_ecu
1.1553999999999836,0xc0,0,8,3b00000000000000,engine_ecu
1.1554999999999835,0xc0,0,8,3c00000000000000,engine_ecu
1.1555999999999835,0xc0,0,8,3d00000000000000,engine_ecu
1.1556999999999835,0xc0,0,8,3e00000000000000,engine_ecu
1.1557999999999835,0xc0,0,8,3f00000000000000,engine_ecu
1.1558999999999835,0xc0,0,8,4000000000000000,engine_ecu
1.1559999999999835,0xc0,0,8,4100000000000000,engine_ecu
1.1560999999999835,0xc0,0,8,4200000000000000,engine_ecu
1.1561999999999835,0xc0,0,8,4300000000000000,engine_ecu
1.1562999999999835,0xc0,0,8,4400000000000000,engine_ecu
1.1563999999999834,0xc0,0,8,4500000000000000,engine_ecu
1.1564999999999834,0xc0,0,8,4600000000000000,engine_ecu
1.1565999999999834,0xc0,0,8,4700000000000000,engine_ecu
1.1566999999999834,0xc0,0,8,4800000000000000,engine_ecu
1.1567999999999834,0xc0,0,8,4900000000000000,engine_ecu
1.1568999999999834,0xc0,0,8,4a00000000000000,engine_ecu
1.1569999999999834,0xc0,0,8,4b00000000000000,engine_ecu
1.1570999999999834,0xc0,0,8,4c00000000000000,engine_ecu
1.1571999999999834,0xc0,0,8,4d00000000000000,engine_ecu
1.1572999999999833,0xc0,0,8,4e00000000000000,engine_ecu
1.1573999999999833,0xc0,0,8,4f00000000000000,engine_ecu
1.1574999999999833,0xc0,0,8,5000000000000000,engine_ecu
1.1575999999999833,0xc0,0,8,5100000000000000,engine_ecu
1.1576999999999833,0xc0,0,8,5200000000000000,engine_ecu
1.1577999999999833,0xc0,0,8,5300000000000000,engine_ecu
1.1578999999999833,0xc0,0,8,5400000000000000,engine_ecu
1.1579999999999833,0xc0,0,8,5500000000000000,engine_ecu
1.1580999999999833,0xc0,0,8,5600000000000000,engine_ecu
1.1581999999999832,0xc0,0,8,5700000000000000,engine_ecu
1.1582999999999832,0xc0,0,8,5800000000000000,engine_ecu
1.1583999999999832,0xc0,0,8,5900000000000000,engine_ecu
1.1584999999999832,0xc0,0,8,5a00000000000000,engine_ecu
1.1585999999999832,0xc0,0,8,5b00000000000000,engine_ecu
1.1586999999999832,0xc0,0,8,5c00000000000000,engine_ecu
1.1587999999999832,0xc0,0,8,5d00000000000000,engine_ecu
1.1588999999999832,0xc0,0,8,5e00000000000000,engine_ecu
1.1589999999999832,0xc0,0,8,5f00000000000000,engine_ecu
1.1590999999999831,0xc0,0,8,6000000000000000,engine_ecu
1.1591999999999831,0xc0,0,8,6100000000000000,engine_ecu
1.1592999999999831,0xc0,0,8,6200000000000000,engine_ecu
1.159399999999983,0xc0,0,8,6300000000000000,engine_ecu
1.159499999999983,0xc0,0,8,03fb000000000000,engine_ecu
1.159499999999983,0x1a0,0,8,0000000000000000,brake_ecu
1.169499999999982,0xc0,0,8,03e9000000000000,engine_ecu
1.178499999999981,0x1a0,0,8,0000000000000000,brake_ecu
1.1804999999999808,0xc0,0,8,03c9000000000000,engine_ecu
1.1904999999999797,0xc0,0,8,03b4000000000000,engine_ecu
1.1994999999999787,0x1a0,0,8,0000000000000000,brake_ecu
1.2004999999999786,0xc0,0,8,03a3000000000000,engine_ecu
1.2104999999999775,0xc0,0,8,03ee000000000000,engine_ecu
1.2204999999999764,0xc0,0,8,03d2000000000000,engine_ecu
1.2214999999999763,0x1a0,0,8,0000000000000000,brake_ecu
1.2304999999999753,0xc0,0,8,03aa000000000000,engine_ecu
1.241499999999974,0xc0,0,8,03dc000000000000,engine_ecu
1.2434999999999738,0x1a0,0,8,0000000000000000,brake_ecu
1.2524999999999729,0xc0,0,8,03ad000000000000,engine_ecu
1.2624999999999718,0x1a0,0,8,0000000000000000,brake_ecu
1.2634999999999716,0xc0,0,8,0382000000000000,engine_ecu
1.2734999999999705,0xc0,0,8,0377000000000000,engine_ecu
1.2844999999999693,0xc0,0,8,0380000000000000,engine_ecu
1.2844999999999693,0x1a0,0,8,0000000000000000,brake_ecu
